scenario,strategy,annual_flow_kinzhal,annual_flow_cruise,annual_flow_shahed,capital_cost,total_cost,lives_saved,cost_per_life,pk_kinzhal,pk_cruise,pk_shahed
8401,cruise_active,209.774486797304,3711.213330005935,9003.53127282034,2483594746.094354,7278009821.308519,370673.54245291377,19634.55436594328,0.2652598180231092,0.9377761149466445,0.6450196194247266
8402,cruise_active,96.22906385633239,3037.3190670180225,9594.192050589647,2420404690.9700937,7092835552.226729,207345.54974688098,34207.80219727587,0.23036444986464416,0.8420220038453898,0.4490516440129056
8403,cruise_active,238.56173020446255,1755.8192514555606,8535.232836569128,2666049095.896845,7812680202.573909,153404.99035055155,50928.46187546349,0.042058540982968746,0.8183561030622647,0.7542748250251538
8404,cruise_active,292.33048164406534,1770.7280478504283,9821.930336321464,2471484204.714765,7242520682.333401,75771.9712947486,95583.11019994997,0.12957075033181725,0.8568715760289618,0.6703747553862668
8405,cruise_active,208.77549136060892,1748.439333922656,9882.51807641833,2409634640.5581594,7061274633.201067,115005.29623511106,61399.56040602992,0.04205381831479363,0.8312136190969337,0.7549504463322969
8406,cruise_active,225.96657776535784,1531.3833766956525,13792.677592849597,3021384012.939766,8853965629.739157,311132.54356951907,28457.21481964113,0.42119440138377423,0.87974341792897,0.7239247857763965
8407,cruise_active,188.2487944439035,2033.321939743175,9617.429874890673,3394703120.408967,9947952535.177616,219984.25848581194,45221.201751666325,0.09072843161618017,0.8913012534906845,0.6841614637444459
8408,cruise_active,124.68234818244257,1933.6953200627713,6148.14483744002,2322476284.1483417,6805862845.526241,105479.20571866751,64523.26597603259,0.30647199697690464,0.8563313561419625,0.7387267729265659
8409,cruise_active,368.1553014854246,2901.138760921645,9133.629629192343,2424538821.6041045,7104950348.090353,209613.94521743184,33895.40872731731,0.07704813504911669,0.8982840963555071,0.7081445385444206
8410,cruise_active,277.82788568343204,2108.524451784323,6069.560246126266,2629360742.3230844,7705167413.678951,69564.8031006794,110762.44120934914,0.08329714893497904,0.8436434885020031,0.6804304760190336
8411,cruise_active,284.91298413144415,1910.7852169258597,13349.754783032553,1741584546.947801,5103598104.021637,339359.2889620068,15038.922669928783,0.1404199511707182,0.8311055783891211,0.6694563090585729
8412,cruise_active,128.0737035023952,3148.0514824736024,9804.460711737862,2522928046.9422355,7393273452.915705,161046.48179791353,45907.69925786414,0.2203594654953381,0.9112116847548499,0.7771788993678977
8413,cruise_active,247.33065265893686,2171.127189622026,5387.37483795123,2417089988.065258,7083122035.021858,307631.12799223734,23024.72471251541,0.3895795182881435,0.9421836413414059,0.6607002144326525
8414,cruise_active,212.2157455870887,2270.312981814535,4650.690050284782,3011260957.930896,8824300687.867275,174826.61672661756,50474.583636576004,0.45522201858141115,0.7779531999965223,0.869969381743653
8415,cruise_active,289.81287694610654,1766.2127031831672,7320.780763557848,2257219957.54862,6614633504.812679,87099.8935030218,75943.07224478059,0.11972307288801623,0.8180376143781031,0.646946361778133
8416,cruise_active,381.38524383217487,2357.164348667281,5209.949102886001,2468520675.06739,7233836255.088074,263958.28297366574,27405.22545303028,0.1179881578157153,0.8842310755494442,0.8536857840593445
8417,cruise_active,278.7691455180041,1599.5889376741725,8876.280672143788,2519020047.5555453,7381821319.687155,100104.1451768683,73741.415069722,0.08090884604781717,0.8385049165509318,0.6847672809227943
8418,cruise_active,186.52186088830823,2091.248019126639,14914.506512103579,2170985215.2747297,6361928307.157402,613849.2872181978,10363.990705255967,0.22313847488666597,0.8925437893450182,0.7761526763496468
8419,cruise_active,63.007407237615595,1095.5526238944392,11870.14674370154,1882920606.4840636,5517774060.476524,209439.21860327604,26345.467182669367,0.12264479205966698,0.8940801858426485,0.7647097960934074
8420,cruise_active,96.92076609119425,1303.1863821717131,9268.959748163801,2251987716.011466,6599300767.7166815,327423.52143816656,20155.243394640936,0.2664567995792352,0.8056856004055595,0.5246173219183468
8421,cruise_active,199.2767687694863,2620.510533082912,11134.188749484741,2461917242.8485775,7214485334.565134,244668.22245058903,29486.80977981154,0.05113676493134682,0.7968530873799691,0.5797974429011309
8422,cruise_active,206.1773629807734,1953.5922215387532,4233.185657069682,2286823243.071818,6701383971.296654,186057.30754283394,36017.84880045019,0.0577686523794977,0.9330059907237412,0.7620366727814508
8423,cruise_active,320.4266835428034,802.8844338776896,8509.254572376314,2502690093.7795434,7333967472.295122,109969.01901390716,66691.21483540411,0.05410321719988018,0.8501953478368294,0.6134331395456387
8424,cruise_active,149.99018898429327,817.7522075435134,9185.875892336164,1946552355.354063,5704242683.810171,176961.62996986107,32234.34755196186,0.05681787936637717,0.7870267384114638,0.6822969979443185
8425,cruise_active,106.68938546130285,1562.8049158966653,10616.340160561878,2560840353.4222445,7504372954.693874,173221.5382528435,43322.40107312803,0.24547320552132793,0.8768153677008168,0.5383922043108044
8426,cruise_active,173.01975408775027,1969.6409332716978,17949.940536776594,2511234019.9606743,7359004881.782556,178663.1563770033,41189.26941072319,0.03904988609947372,0.8807110000474584,0.6264327615793094
8427,cruise_active,91.77970858981627,1507.1711517506978,6729.823334150214,2122699117.0099459,6220429096.00131,90093.48838175002,69044.15854832596,0.13715685779612732,0.9399519483151391,0.4872436610979344
8428,cruise_active,277.4347522600886,1322.6636503313132,13296.0150036322,2213634885.566446,6486910339.651558,380544.7777414456,17046.378558002376,0.21643168559532172,0.9065111783754769,0.6886327923776613
8429,cruise_active,101.38809337362642,1244.2897629885103,14802.216347759855,2603166362.6184654,7628406519.79596,114682.20179895006,66517.78916112335,0.1864489026624725,0.8992654657461415,0.5150042137956583
8430,cruise_active,361.0355972465296,1801.873725997495,7374.213587708394,2075463895.667548,6082009410.027069,194183.3301949936,31320.965625214485,0.07334943947970116,0.7287865888420781,0.8497852715109872
8431,cruise_active,145.76871164227805,3619.760028761273,6006.480725329908,2172722410.7105627,6367019043.262157,180352.38579460606,35303.214954490395,0.35395608500138515,0.9278197563360069,0.8031887719290607
8432,cruise_active,206.8796595638557,2863.2709974064355,10914.796319878527,3373166819.607804,9884841832.84101,108603.07183126226,91018.06851466588,0.13634544056797443,0.7862227782284124,0.7210086458797934
8433,cruise_active,158.45751737775836,1581.2345154198463,10974.482907339196,2970750765.372209,8705588253.091484,118577.989762481,73416.5612904158,0.2987279770484579,0.8849228269972658,0.8037868732588566
8434,cruise_active,319.3779925340413,1070.4402383350023,11480.396840525782,1797130692.9371445,5266372403.927857,213614.67718829223,24653.607482625244,0.08666366459917654,0.8950694943020708,0.41944640878411993
8435,cruise_active,191.97165312363532,2116.5455216636624,8076.72413855683,2317057924.9173584,6789984702.862069,208196.73234564686,32613.310623864072,0.16216106910997172,0.8665044931625983,0.7053417534810756
8436,cruise_active,92.51442432841952,2110.358831003865,14419.150483149713,2268172726.8171916,6646729869.339359,112927.67047371113,58858.29258194676,0.44150999186686773,0.8333637587671312,0.7375810126144987
8437,cruise_active,193.34012946157247,2711.0271012335807,13168.673492144197,2735193419.89311,8015303062.00938,410928.81803494564,19505.332092157514,0.3745610982005213,0.8382337724311695,0.7229919090206821
8438,cruise_active,63.84359848931168,2098.7790767264323,10665.653358244612,2392041183.3441806,7009718172.713512,87581.54999065548,80036.47084872801,0.2805894480500798,0.7921510874993821,0.6349831740792129
8439,cruise_active,128.07680045758056,2182.2093604820793,13540.85196198934,2107296099.286922,6175291573.286604,368779.4263043936,16745.217148283828,0.0787914258439146,0.6457903338581624,0.8808359163791859
8440,cruise_active,176.18440869852108,2803.8469729792505,6592.4382195873695,2511772143.8058662,7360581818.050659,143467.77218035795,51304.77532471498,0.07756039861516109,0.7156368993114365,0.652045339531328
8441,cruise_active,275.9217300438099,2458.874937499353,11636.257050881874,2448766922.129306,7175949191.138866,186846.57099106035,38405.57069405464,0.3414593826804187,0.8825591422497466,0.8419021061080341
8442,cruise_active,28.393715383481034,1266.779164377896,7097.548134469304,1814996720.2673476,5318727613.07841,195823.96590228443,27160.759351245288,0.2116350249097668,0.7332902303792007,0.6857517655263641
8443,cruise_active,19.618726544218212,1505.0306978906112,7920.385191094003,1657569899.2105749,4857398746.285485,118535.30300611905,40978.49858311608,0.18487407742730455,0.8680474014179336,0.5536359409753117
8444,cruise_active,143.47524250389233,1384.1263660635238,6815.509309765789,2372002109.332322,6950994994.2651825,91207.9568078233,76210.40134591598,0.0841863778539404,0.8691994496649695,0.4939669851125627
8445,cruise_active,135.58746448228806,1898.2587495443888,6399.159313241946,2858217027.984718,8375815593.029818,298593.8118802747,28050.867967713333,0.38210611793092153,0.8592843397033284,0.8140288871995104
8446,cruise_active,304.28891098508956,1295.1400247224794,8768.129255930078,2032016528.1439939,5954689778.656576,144671.28620962056,41160.135744065796,0.13568417648006337,0.766619579614242,0.8555819575516751
8447,cruise_active,331.6468952115162,1197.0561988329982,12675.758015589101,1939984867.4357858,5684997095.678003,278021.0488913871,20448.081605141084,0.19156303553989448,0.848024551904347,0.7272768983907956
8448,cruise_active,204.82581126700615,2738.159759019702,8947.643986389541,2355305900.6438313,6902067861.122972,143894.70984298876,47966.09874438184,0.245068474923585,0.9415643027818608,0.6693180796358136
8449,cruise_active,173.54792721808457,2187.5904162089364,6111.60564255234,2282253995.544797,6687994094.212261,147833.75943962124,45239.96494145706,0.13058990114412955,0.7242547059868961,0.5923808074297424
8450,cruise_active,77.51620196165543,1674.1157521942378,13061.958284694678,2652743883.4766483,7773690159.282398,339689.8538349908,22884.669858460296,0.46235492646275744,0.881818983258903,0.7633806315027586
8451,cruise_active,162.22379843001596,2507.782909838263,11624.429255581632,2748854111.1013756,8055334812.332565,352308.08582582674,22864.461919602218,0.20316685651984326,0.7671177758815863,0.5870780164807368
8452,cruise_active,228.1271138047384,679.2580239851371,16135.565076252775,2451521981.9368973,7184022711.333527,84881.58182362447,84635.825075235,0.1273238742866877,0.7583040002346528,0.6881342589363201
8453,cruise_active,265.9806472517894,1805.773525184485,13170.694248534031,2528954396.0313272,7410933269.568972,299006.9627568176,24785.152831361607,0.10583705117799251,0.7939658712201703,0.6670891352626245
8454,cruise_active,227.84849145148408,631.0325978230965,10304.957798377489,2265877314.048335,6640003314.331958,180739.79307035735,36737.9158819064,0.11432472977665085,0.8210858686031456,0.6854299169174434
8455,cruise_active,134.1480535713205,1190.684267719784,17177.003391221795,2647851102.5535526,7759352189.020623,131913.12697264683,58821.68338431991,0.056228124364308234,0.7559713669447843,0.7181803296581998
8456,cruise_active,90.34776499239861,3229.0267439140175,10579.999360084521,2767797220.7459674,8110846339.829662,483274.3873901853,16783.108212356266,0.15177821220144036,0.8998279104023258,0.7166111077547143
8457,cruise_active,110.94840731058942,2209.4252562144966,8480.42281387589,2824461444.8964877,8276897093.69474,171388.93435004633,48293.06585680689,0.23350001658006508,0.8596645528168799,0.6941151110145175
8458,cruise_active,200.4463216260606,1970.6967711503682,9468.93792223326,2707103094.062025,7932986223.642778,166681.0854978137,47593.7998600737,0.1012343007222919,0.8477286134540312,0.7794919472925662
8459,cruise_active,165.44717721606202,1111.8417361625973,13033.661531416967,2961820332.5754666,8679418211.579905,203793.07216878512,42589.36831960339,0.26969177178595954,0.9331892726604666,0.6897205203047725
8460,cruise_active,278.9794218661002,2374.403328355703,7595.817921429216,2182317799.6318793,6395137694.631685,325723.2015810379,19633.657238999644,0.07720766024837804,0.6800237848267695,0.8001321890009545
8461,cruise_active,330.1338382437107,2451.9706615129894,7726.934687835732,2050631771.3472023,6009240515.274156,341460.06893461605,17598.66251425383,0.028724203258798396,0.8967926137046396,0.7202058679301034
8462,cruise_active,203.6019601359295,2067.0706684424526,4277.520323275142,2692409674.414664,7889928131.065367,126342.51732020173,62448.717173088924,0.07808689298557196,0.7470790524161872,0.771676809633237
8463,cruise_active,79.77691749192492,1409.846822728727,8008.06322661941,2476951831.018226,7258543198.888655,154135.6606748947,47091.913494298286,0.2793208371400562,0.8663043795284974,0.595838364917199
8464,cruise_active,115.91802112996692,2318.9995619120787,11781.077585809137,2388780444.6812425,7000162794.143436,213779.8464276,32744.727396528255,0.31851351842044334,0.8669185413885981,0.6946572880469636
8465,cruise_active,139.20344119919523,2586.624986456033,6909.844108091054,2301752453.013027,6745133031.7049055,186907.3963219459,36088.101190423135,0.37251547598780677,0.8997253520955939,0.6763877125456292
8466,cruise_active,79.94540928443807,1444.0487447021496,7126.1733228643,2350180171.415493,6887047251.289633,111954.43645739892,61516.51930212076,0.060662907616562414,0.8443753908929909,0.6809586430185123
8467,cruise_active,270.29544835972354,1460.8362930986402,7354.389583824566,2189891437.7079024,6417331739.125866,221017.76682314547,29035.36594078838,0.1296423995120966,0.8041790620134006,0.6864202352254819
8468,cruise_active,317.05961048833694,1712.6519714476506,10998.559705068721,2664870032.356111,7809225035.001621,205570.7434537485,37988.017671194655,0.17978211128178692,0.8705349517052644,0.7850077377099773
8469,cruise_active,330.5457475845481,2234.3191917912604,11220.391852524595,2864594038.789582,8394503000.603607,148041.31882177136,56703.78423681733,0.2547964036604524,0.8239366400132573,0.702163813896743
8470,cruise_active,202.84599359944679,1764.0606936800757,9964.059568561788,2677537295.758961,7846345610.973215,116605.21126869066,67289.8365828013,0.5053265934676914,0.6869611212533481,0.7435987485338166
8471,cruise_active,204.7619829263207,1536.902594867439,10779.69611139578,2275736886.555865,6668896138.194044,298498.5510904728,22341.469041746703,0.22261721671952125,0.8790538222821299,0.6371702436941271
8472,cruise_active,367.8868258136677,1642.2448033997987,11833.451648712426,2490029524.82579,7296866513.96298,160852.64839966607,45363.67033157365,0.081338472291489,0.9368139977880865,0.6211660127616857
8473,cruise_active,330.9138741075308,1945.5991256467921,5128.077714512642,2499221842.987891,7323803993.183201,171430.94847640366,42721.59757776335,0.33251262789864816,0.8567526954123369,0.8045000279454642
8474,cruise_active,154.3082213823625,1056.3789032616123,9212.48669502997,2080938035.759803,6098051014.808729,162777.9876807951,37462.38113452357,0.08317671325598487,0.7872277370205591,0.8179692835690009
8475,cruise_active,56.05212285098291,2133.2043667156236,6681.816952563016,2272877268.9980173,6660516218.44106,166639.37574494522,39969.64216089904,0.13647089641020738,0.8030855645641404,0.7528756574677562
8476,cruise_active,144.4975150212768,962.7641069363655,6333.478731805377,2411280455.2490315,7066097584.088306,92409.0071393717,76465.46373375904,0.11174047189495827,0.8832942454209831,0.6483623990269023
8477,cruise_active,217.59551437568777,1196.6569757134191,9543.807392124243,2187954702.1149573,6411656263.813761,122365.07759584277,52397.762415439276,0.09870430157875747,0.9149702854926339,0.7916101726056323
8478,cruise_active,231.19934911488934,1204.405602076528,6418.799127731081,3058519813.9880466,8962789633.80688,88777.17019465288,100958.27130055016,0.08232369282770371,0.791612229157212,0.5649612748745239
8479,cruise_active,384.36068211208794,1166.6722614513508,9888.61024675855,2073220182.890341,6075434358.419158,122424.03002984695,49626.158826318395,0.16729906870558278,0.8665088392792266,0.6038738720631522
8480,cruise_active,189.64707984051202,2596.2361547374517,18592.993886723885,1945387428.5926719,5700828943.1329365,258873.903685055,22021.643981807232,0.29144931842770677,0.8175434492204945,0.6631880769200454
8481,cruise_active,178.61835331064287,3364.982480888923,10278.37771367766,2396803712.1398497,7023674447.747374,218967.9928063169,32076.260816620823,0.32216065483885276,0.8991227679929122,0.687901793676143
8482,cruise_active,138.71260229350506,1541.9474142026238,10082.665987104407,2238460440.1929755,6559659982.352102,151741.45003237473,43229.19005289964,0.027308258549251486,0.8953757115512436,0.6603180343198174
8483,cruise_active,159.54184279864577,2243.3953397737405,9247.431115081334,2820296108.042091,8264690850.07024,178725.95730596993,46242.25252251133,0.14749056427961812,0.924354769792662,0.6086724536042938
8484,cruise_active,198.3301160144442,4423.2719220560975,10097.222142044411,1950277485.1947591,5715158929.952531,326371.32411019003,17511.216543102204,0.02950176329082813,0.6784490386686715,0.8134495268145759
8485,cruise_active,181.90599806824898,1236.626659672968,16285.776633430458,2338760486.574558,6853582621.619564,384661.4065221424,17817.18286631661,0.19557807931150523,0.8484085820932468,0.8651221621153496
8486,cruise_active,187.69084252467565,1642.3851022928493,11424.503180838014,3134906470.1647964,9186635667.76454,138917.56280235774,66130.1240998206,0.5914560677458556,0.8431068254753069,0.5889911293436297
8487,cruise_active,241.7075084657883,2551.4683881032147,9259.165393639081,2026644141.5879512,5938946355.869814,151795.6477741158,39124.61551405905,0.24719433333991525,0.7501737161797725,0.7206040355909581
8488,cruise_active,116.17215934600982,2425.2837652366325,18531.38973535489,2322225628.2087173,6805128314.905566,244299.01016990488,27855.734291239005,0.3154873802804989,0.6659177859270075,0.5844899403551554
8489,cruise_active,249.37912693398187,1460.738673721443,7589.728758255799,2620448272.9047575,7679050012.657427,173841.08724968907,44172.8140001101,0.3429079331342486,0.8124801445680525,0.6145214876566075
8490,cruise_active,154.8309867595208,1662.361994258752,6742.336373105985,2020984674.2387257,5922361661.842814,322648.8596525401,18355.43962008914,0.42675586581644814,0.8973801467792892,0.6793719155124076
8491,cruise_active,180.53521265741355,1747.284432082499,5638.020305154883,2557860808.6246657,7495641596.112164,112064.06903856513,66887.10895847138,0.09662750664222558,0.8449630376639292,0.6821484554552539
8492,cruise_active,236.2427937132924,1667.8888710681986,7643.36954501997,2755546968.500201,8074947787.419532,461277.92848483595,17505.601913240007,0.2123970674544596,0.9131612523080394,0.5101649565439418
8493,cruise_active,97.6493553577355,1823.5104309997982,11559.189531332784,2609539110.677602,7647081435.675879,256489.46306313554,29814.407751298266,0.1405001688781325,0.8754370848936712,0.8553320920300724
8494,cruise_active,438.3225250937512,1927.202014529203,14606.065298969006,2653565432.9488664,7776097655.568537,146750.57604657896,52988.53241366757,0.02066688981039103,0.8864266915339051,0.5495114895109977
8495,cruise_active,66.60249240926487,1713.465726951448,7087.211354284272,2821355289.273252,8267794710.478649,186093.84908996642,44428.092335720416,0.09228382819383772,0.8750956440146509,0.7737994866064684
8496,cruise_active,246.2724823688003,3229.3581578625817,9737.34106170002,2597379854.8252687,7611449542.166582,116243.7174900592,65478.37342536373,0.021945403763962507,0.7849896294129045,0.8659943664788713
8497,cruise_active,108.2468918425894,3137.888507553346,10629.44912255704,2651988874.351876,7771477655.074972,209304.1624735258,37130.06737769948,0.3823415658381121,0.7793156450766537,0.7290615374650825
8498,cruise_active,335.889153195411,1827.9580569978743,8932.887846633206,2185231504.5405393,6403676113.781979,167344.75631790902,38266.36851182092,0.0873351363101483,0.703503389837251,0.6888444398633007
8499,cruise_active,199.47132525218777,1278.7677167717482,13601.154363136719,2359543250.1198816,6914485132.963118,219309.5997951134,31528.41982030366,0.044630543337704914,0.8834937449051464,0.7329400820498824
8500,cruise_active,142.41022744505995,970.2928518507334,11509.798982738514,2498239947.8934608,7320926614.676905,279302.5039949551,26211.460727932244,0.06345366499448846,0.8484877635999105,0.6730904684206389
8501,cruise_active,70.13572264972889,1828.61174248414,10533.033298359653,3059547425.3543916,8965800980.818508,213342.68245972323,42025.35037737305,0.414418978367367,0.8624453503032852,0.611338071513517
8502,cruise_active,113.98771409740813,2367.3087262727086,10639.082059196993,2342646662.2520285,6864970801.9144535,147466.66975971882,46552.694334931344,0.170587658965291,0.7830584138039166,0.6199773000589984
8503,cruise_active,152.4760558553354,2849.4578340085477,7894.187764653247,2342273781.277191,6863878098.927659,249278.07586658138,27535.025192513698,0.1345947581415188,0.9047103128419381,0.7763279775558557
8504,cruise_active,188.44099981408345,2199.268196445247,12852.984914137653,2367584214.241012,6938048645.463861,321370.43658722355,21588.944892200117,0.0453265800326385,0.8794597790668437,0.6473032459292095
8505,cruise_active,203.8619667169408,1658.0228373881898,11326.839703104364,2234111680.243407,6546916229.502228,257267.49320332916,25447.895293665915,0.191301256339687,0.8108121552786808,0.792929629975171
8506,cruise_active,39.05672951750802,1546.4043729188043,9773.851337358601,2100189327.5435958,6154465649.642232,131989.99096894768,46628.27540529303,0.07214578000868836,0.8410138939690871,0.695966420021601
8507,cruise_active,138.13219698992972,1741.4547600876433,12820.141695736302,1967521226.8443677,5765690572.153544,154960.83237040215,37207.40579381918,0.38647000687582816,0.8723235231096661,0.46235234412306647
8508,cruise_active,292.1143410410463,2048.331534208594,11433.201195014517,2138070713.827564,6265474541.834915,380271.9975079974,16476.29744733741,0.2649242639888031,0.8460307577025717,0.8671189867836094
8509,cruise_active,104.4841703562413,1668.3632907202852,9384.283428824323,2552817998.971293,7480863976.59837,263353.85049312084,28406.1310005178,0.15976047259402584,0.8933049596759685,0.7174799708977888
8510,cruise_active,164.3431269979798,3014.7569277396847,4572.908328073567,1946103662.7964454,5702927820.003899,177240.97854093293,32176.12465780218,0.10014130167156642,0.781721340145292,0.8454082407709711
8511,cruise_active,157.7560790059866,1041.3503858178037,11300.580587474838,2637465521.4571147,7728917931.846123,139024.87311387993,55593.77799622307,0.05432399930258016,0.8244319444479198,0.7809931762001424
8512,cruise_active,42.932896975033856,1617.7465776278896,5832.412723045077,2731082214.0894647,8003255445.841967,337521.77083802625,23711.81991007821,0.20139504015244084,0.8273105603309845,0.6367068567565906
8513,cruise_active,154.58015949952105,2664.206389523602,10910.697218667576,2035708071.2246187,5965507601.024263,300331.1826695937,19863.097624422022,0.14490938558558844,0.8201337037100337,0.658975019871377
8514,cruise_active,165.40136264753508,2357.8825412278343,10091.748815099107,3017668975.6575966,8843078959.17075,227231.10518700295,38916.67451026662,0.32423538574275673,0.926253165637233,0.6656236669894902
8515,cruise_active,170.76344293664513,2745.6109066356175,8906.966524093436,2415543203.2723527,7078589284.688126,142684.1120185171,49610.21367094809,0.1680967197347376,0.802898108232975,0.7077596073502435
8516,cruise_active,60.997871414410334,2186.025279784059,8436.625550224255,2055854125.0141947,6024544276.621891,138947.73777638396,43358.347340044595,0.07482318936945441,0.8363566223753037,0.6018614156529365
8517,cruise_active,223.0294003882801,1429.9911999193691,9415.562242487686,2588464297.659696,7585323092.706373,168980.78979997942,44888.671083174784,0.1798411814643028,0.8404053849984827,0.7547106549965467
8518,cruise_active,279.4237665144286,1826.951511883349,7443.8756769527035,2149680811.10805,6299497162.540892,109405.9542652739,57579.107141341294,0.1565881815038445,0.8827340647457844,0.7419635822049945
8519,cruise_active,110.03217286631298,3072.4631416775765,10755.567005643203,2238432632.8164024,6559578494.677786,177757.06330183047,36901.92880571873,0.2120068393239284,0.8552946996481814,0.6212916541281494
8520,cruise_active,215.1530242252631,1879.3542799082347,7678.205381913267,2986451724.2529016,8751598872.62486,223261.7913808366,39198.82044526157,0.11342612862647758,0.8195296868270409,0.6643549450660515
8521,cruise_active,332.7771983581512,1342.9440715837789,10188.751027662072,2923499423.5736847,8567121327.18883,166067.07065916137,51588.32087050011,0.08604061188484846,0.8043523404775089,0.7024653134379446
8522,cruise_active,31.094606033522172,2169.3865356700735,11922.053249157569,2329055448.2298994,6825142649.88115,363173.0354049786,18793.08754921838,0.07835976559444775,0.846375278253523,0.7455505703817478
8523,cruise_active,202.38010965295948,2798.495444418844,15105.210421966447,2542412161.3750777,7450370359.093624,144650.73317693645,51505.928766917124,0.10087721618814784,0.8449173513308745,0.7176964645205944
8524,cruise_active,102.53921256697298,1365.3236801224884,9467.1254566448,2438719341.693179,7146505422.500882,200788.01294934415,35592.29118076805,0.057256228623448494,0.7871141437469159,0.734710465245127
8525,cruise_active,415.0570275871857,2277.2630990252924,6180.915009176411,2075249144.9330564,6081380097.23068,248726.7733946212,24450.042165674604,0.18893554817691557,0.850457144721889,0.8282596804234447
8526,cruise_active,88.45631356272159,1204.6150874819327,5975.452679617922,2161193687.0818386,6333234882.650225,137610.84728547643,46022.78822912705,0.21292787401855573,0.8381414558277908,0.7524598484623937
8527,cruise_active,151.1825333995415,1393.0742635706454,12281.974210813669,2447315753.455818,7171696637.506827,394143.8910859459,18195.630579855893,0.030385459944132623,0.9346727226518006,0.6607768866183346
8528,cruise_active,142.70646666897534,1839.914174841453,11882.512675939117,2288099840.1541877,6705124954.449381,249032.96031996162,26924.6486321912,0.31476131777785293,0.8798603287996827,0.8247435908508263
8529,cruise_active,189.58924578268116,1178.320976440787,11418.648189793992,2878979170.549782,8436657675.957223,124486.5125926232,67771.66056186204,0.44779261138397175,0.8128400362179528,0.6753544734499994
8530,cruise_active,184.31510045092415,2144.5960618877507,8402.964803305356,2017347141.2578387,5911702112.493283,272559.88017780014,21689.55353457331,0.0814214703332286,0.8855491773167717,0.5511959281754895
8531,cruise_active,143.8392954136154,2580.8007411647036,10405.221018599044,2559663882.2667217,7500925383.934658,333059.6444711402,22521.267612127707,0.2633676713496024,0.8342884183862727,0.8151423743372308
8532,cruise_active,164.90315769693564,1561.5583716292053,13316.505306889872,2312002416.704002,6775169871.05975,135265.61137662045,50087.89597080683,0.1763734815177563,0.8167546838900372,0.7939578525027045
8533,cruise_active,140.83058244833458,1663.0106519764483,5683.708689434622,3343970990.924916,9799285391.626333,82998.4441889304,118065.89252829965,0.0466225015282859,0.8580757341485474,0.6755594267344917
8534,cruise_active,116.53420779453359,1679.661643490473,7763.79370936841,3396703054.421149,9953813209.26928,191712.308483359,51920.57457350627,0.1690903750231471,0.903182222979973,0.44051179608518687
8535,cruise_active,166.37743720231,1150.6496635258025,8989.932999461813,2513609698.5241103,7365966650.381943,137492.20683710484,53573.70297437177,0.029195184282577568,0.8730921697044148,0.7349819575385836
8536,cruise_active,177.962341898746,1147.420172673549,17861.906287929018,2780506656.906378,8148090500.272594,143722.47483137067,56693.22428404281,0.16717283168205424,0.8748007942552052,0.801486738663937
8537,cruise_active,168.91847183668327,2618.935052799856,8724.304343681657,2887559550.5434623,8461801910.926624,278938.50754580717,30335.725193973194,0.09091872598692372,0.9366975456476736,0.5028338799233517
8538,cruise_active,265.04525277504985,1305.1109493087104,12943.77840491895,3033873302.139416,8890564664.102215,388944.89955789817,22858.159791291386,0.1637001897272853,0.9224458051599667,0.7320567558742963
8539,cruise_active,345.7438227911519,1468.7847182271823,3668.072993979145,2446530126.041471,7169394408.430807,95586.60504982292,75004.17453568814,0.028805971424921396,0.8068426499556479,0.6995864011782862
8540,cruise_active,177.28624399338136,1683.8899672938894,10733.46221182271,2818187875.748302,8258512815.041004,221322.1246476075,37314.4475645638,0.10742604266062415,0.891907520193281,0.9141812671624412
8541,cruise_active,222.18381754025427,2019.0044797178793,7007.411732885792,2434513081.6218834,7134179256.101146,131514.54030679713,54246.315574373235,0.15920417150763283,0.7772490878972761,0.6626918240448059
8542,cruise_active,197.59685153182508,1997.015581234404,7469.634767498603,2545243721.108524,7458668057.251528,291026.7497243432,25628.80582048311,0.1273629146773265,0.9096913298273828,0.735613622159335
8543,cruise_active,110.9643013952601,1644.7331426142,10056.676461010802,2282132213.457265,6687637219.874968,254152.40112458917,26313.492181396276,0.2497218047410803,0.7973906160598285,0.7402634385964504
8544,cruise_active,199.0288727204338,710.5215921994201,8765.837453250002,2535789423.2273874,7430962863.825468,106283.90521933019,69916.16320919656,0.3281393309154192,0.8718571393257366,0.6951627492704854
8545,cruise_active,147.31698819433666,1353.0510148701178,11049.51622010611,2481657446.8597836,7272332694.281982,285305.95658331865,25489.592931643627,0.10540839433875572,0.8935539253256496,0.7063264095474044
8546,cruise_active,89.90375671813128,2248.3749933975537,11323.311039249578,3088608710.485236,9050963151.069813,208860.5149807897,43334.96521303843,0.14092047465971366,0.8850800472457934,0.5687125260663033
8547,cruise_active,128.95017196217248,1393.8048674886213,8649.37031498286,2289247935.924411,6708489373.02235,146301.9547189572,45853.723457825356,0.254463941933189,0.9014625336845618,0.7142515373228873
8548,cruise_active,307.0582175558143,2729.433561875703,8516.474138097474,2194707162.3188334,6431443900.971188,121945.80320398898,52740.18237604103,0.09666547186796084,0.7890715286916797,0.8404979413635513
8549,cruise_active,311.9138317467888,1887.8550412712173,10089.843413293635,2875373378.7786064,8426091142.119335,229891.2763429528,36652.5049412891,0.1275050761517,0.820241234150476,0.6441323667730894
