total_capital_cost,annual_opex,total_5yr_cost,patriot_5yr_cost,shelter_5yr_cost,savings_vs_patriot,savings_vs_shelters,prototype_months,partial_months,full_months,ai_accuracy,network_availability,hit_probability,sead_attrition_rate,ew_effectiveness,daily_kinzhal_rate,total_kinzhal_5yr,intercepted_kinzhal,leaked_kinzhal,casualties_without_defense,casualties_with_ai,casualties_with_shelters,lives_saved_by_ai,lives_saved_by_shelters,cost_per_life_saved,shelter_cost_per_life,system_failure_risk,budget_overrun_risk,is_cheaper_than_patriot,is_cheaper_than_shelters,hits_target_budget,hits_target_performance
2352757989.1051893,577915716.6266072,4854830601.8309765,367827026161.52136,500000000,362972195559.69037,-4354830601.8309765,17.311898650005325,24.712298527777634,32.51839769592806,0.8367346033371792,0.579477899496629,0.35683985849708005,0.059332876460239534,0.26225449086207236,15.639272396665131,28541.672123913864,10184.806241967477,18356.86588194639,1835686.588194639,209412.50137649273,9162.828926557468,1626274.0868181463,1826523.7592680815,2985.2474691579187,273.74404382254426,0.8269793395791329,0,1,0,0,0
1813131528.0182495,591322806.4386542,4373249823.306347,3231280380757.493,500000000,3226907130934.187,-3873249823.306347,23.623940522489207,18.35489174595438,31.5317034429577,0.9163855962649861,0.75136477762544,0.46922506422464566,0.12280001348660088,0.22001653069042956,89.32816602458085,163023.90299486005,76494.90135291561,86529.00164194444,8652900.164194444,1665248.594171232,249361.68812719773,6987651.570023213,8403538.476067247,625.8540196920293,59.49874584664172,0.6769198400843882,0,1,0,0,0
1705090923.3000638,525272401.7645484,3979245532.4658947,1792206680512.6702,500000000,1788227434980.2043,-3479245532.4658947,22.089463841261306,21.81253245187886,37.64293541129494,0.7966455763141219,0.6003513998515349,0.3624840497310921,0.09247681783006553,0.24543638471940882,57.46161745816356,104867.4518611485,38012.77863560946,66854.67322553904,6685467.322553904,2242658.797568608,191686.62935662118,4442808.524985296,6493780.693197283,895.6599209908702,76.99674867735942,0.8266357369812644,0,1,0,1,0
1929703116.5242717,624812337.7004709,4634813556.120766,1508912138995.0942,500000000,1504277325438.9734,-4134813556.1207657,22.242639191769804,23.304174276646556,41.01141616010659,0.8411287581421562,0.9132153047092901,0.5465405404009572,0.04327233741746069,0.16850282483872853,62.58028124401116,114209.01327032037,62419.85583142099,51789.15743889938,5178915.743889938,358096.2050416366,24583.12348595159,4820819.538848301,5154332.620403986,961.416107525159,97.00576909233517,0.5801849100861998,0,1,0,0,0
2065956627.1774597,606875640.7013438,4693410555.568059,1721227303009.2627,500000000,1716533892453.6946,-4193410555.568059,17.76454910670804,25.61432811278802,34.42386662306464,0.9428202254234447,0.8690173741857217,0.5845074334851985,0.07995838120263407,0.41650483981070346,70.23897909819343,128186.136854203,74925.74986103261,53260.38699317038,5326038.699317038,2251344.3815062633,94524.66185587969,3074694.317810775,5231514.037461159,1526.4641198250345,95.5746264694434,0.5210971864954186,0,1,0,0,0
1314944085.3585796,609112487.5793122,3952082390.1231165,295382090677.61835,500000000,291430008287.49524,-3452082390.1231165,24.922555005640344,34.64108445271803,27.55823737684033,0.9375183964580104,0.500532864726936,0.3536156150578417,0.07420045044506163,0.5613507330990857,11.879183160251703,21679.509267459358,7666.21300376482,14013.296263694538,1401329.6263694537,587333.53636473,52809.68991599878,813996.0900047238,1348519.936453455,4855.161392851632,370.7768691317808,0.8340627718801499,0,1,0,1,0
1440382940.8271513,472885641.3308461,3487730292.8453426,4340116307272.6025,500000000,4336628576979.7573,-2987730292.8453426,28.353163105813373,23.97473901172745,44.310303238844284,0.9101102107862725,0.6085527645716415,0.42248016092140134,0.07576129184772466,0.5387948314230718,205.48025889623023,375001.4724856202,158430.68244148727,216570.7900441329,21657079.00441329,3582558.8055814817,472757.6786606947,18074520.19883181,21184321.325752597,192.9639212813384,23.602361024999084,0.7660093270309443,0,1,0,1,0
1394889787.7518158,593795510.1419774,3965713596.036833,1232455913924.121,500000000,1228490200328.0842,-3465713596.036833,24.025957579870877,24.41713031077078,31.894721574106534,0.7227846853891512,0.7178205853193167,0.42850877331774306,0.08502569678498445,0.29260073030794986,37.06932345389182,67651.51530335257,28989.267835726132,38662.24746762644,3866224.746762644,549060.6630054855,168326.96041034194,3317164.0837571584,3697897.786352302,1195.5132444172314,135.21195795225384,0.7776769105827208,0,1,0,1,0
1334889784.1208167,650689979.7843397,4152036871.4103546,576288251189.668,500000000,572136214318.2576,-3652036871.4103546,18.137988929750883,22.7254965382379,43.80907317533176,0.9447485264153719,0.7139597303489481,0.4537045024566698,0.03961266796447953,0.2440511353667981,22.15051225281746,40424.68486139186,18340.861532005467,22083.823329386396,2208382.3329386394,1334114.4108046908,238485.88594791305,874267.9221339487,1969896.4469907265,4749.158428775351,253.82044866562157,0.693970685720225,0,1,0,0,0
1769944058.9063444,622586832.2807882,4465419224.707959,1538696654307.8225,500000000,1534231235083.1145,-3965419224.707959,17.64674634582741,31.844246468371914,29.94627304987956,0.9629755686406407,0.7575719653676151,0.5085838611914631,0.08833758696323071,0.3909575900780409,42.497772469829926,77558.43475743962,39444.968216904825,38113.4665405348,3811346.65405348,2356167.6678597457,147465.58766009053,1455178.9861937342,3663881.0663933894,3068.6391619686697,136.4673118312174,0.6289762262391534,0,1,0,0,0
2198877139.3372793,578006275.3521398,4701341823.952582,2017113330145.4204,500000000,2012411988321.4678,-4201341823.9525824,21.91869001860224,27.650091706451942,31.893612555588668,0.8365388238593584,0.7399996200285744,0.4745322984872277,0.0701911416347133,0.38441196585382476,75.13196720703998,137115.84015284796,65065.89478673825,72049.9453661097,7204994.53661097,3695120.6705369973,145374.0520091559,3509873.866073973,7059620.484601814,1339.461759408279,70.82533701217817,0.7062462795989997,0,1,0,0,0
1601938401.2458642,525788867.277179,3878329035.799814,1393451784627.739,500000000,1389573455591.9392,-3378329035.799814,17.200919451280875,29.008947353696218,39.04804472651638,0.9057545663681639,0.8572379473872955,0.5585392080959184,0.07886274091546204,0.3601931085239793,67.42532464674731,123051.21748031385,68728.92956669313,54322.28791362072,5432228.791362072,1413704.3058414871,85051.71734993752,4018524.4855205854,5347177.074012135,965.1127048681876,93.5072830166883,0.5663238039885837,0,1,0,1,0
1173661062.3978786,469492883.6981169,3206319549.3960643,815648503392.2267,500000000,812442183842.8306,-2706319549.3960643,17.694389704147646,25.852839179634337,38.242552241271014,0.9738841709614784,0.5988810317901484,0.4073326948227155,0.06970395433001807,0.4184305305111001,27.845685989945462,50818.37693165046,20699.9864220857,30118.39050956476,3011839.050956476,1044603.1237310903,42491.29669066199,1967235.9272253858,2969347.754265814,1629.8602038639551,168.38714808048056,0.7624269706598518,0,1,0,1,0
2053243610.515593,507384826.9701275,4249954381.914815,1326639312385.6787,500000000,1322389358003.764,-3749954381.914815,23.19532967740195,30.51408794114792,48.51751602262078,0.8365273076163007,0.9040466572957027,0.536890474356691,0.03395798999453673,0.14912953602422496,49.9653328258065,91186.73240709686,48957.28801708288,42229.44439001398,4222944.439001398,1752883.6438536355,300124.05688255304,2470060.7951477626,3922820.3821188454,1720.5869548893336,127.45931531280905,0.5939713622394565,0,1,0,0,0
1447363412.5052562,523182734.45645803,3712470855.8113303,973804169679.1519,500000000,970091698823.3406,-3212470855.8113303,22.714783097001092,28.414669922319952,32.018440358422644,0.9305971393010565,0.5734143376384007,0.3815614235797351,0.09489330539086668,0.3972461336164695,32.06350285789775,58515.892715663394,22327.407326627577,36188.48538903582,3618848.538903582,694885.3967642739,117400.69009869029,2923963.142139308,3501447.8488048916,1269.6708800149624,142.79807142369953,0.7963920546233085,0,1,0,1,0
